Film Name,Year,Duration,Ratings,Number of Rators,Summary,Votes
3993. Jyoti,1969,,6.7, (9),"Nirmal Mukerji, a young aero-mechanic, and his wife Radha are a happy couple the harmony of whose married life is some times affected by but one discordant note. While Radha is a deeply religions woman, Nirmal is an atheist. Despite her inherent goodness Radha is childless, and yearns for an offspring. Her unhappiness on this count causes a lot of concern to Nirmal. One day Preetam, Radha's brother known for his faith in Sadhus, persuades her to visit a holy man who predicts early motherhood for her. Nirmal who had reluctantly accompanied his wife on the mission scoffs at the prophecy and later takes her to a foreign-returned doctor for consultation. The doctor, after examining Radha, signals a ray of hope. She will not remain barren he asserts. After a while the dark clouds over Nirmals married life wither away and Radha is in the family way. She soon gives birth to a bonny boy who is named Nandan. To Nirmals utter horror, Radha is determined to bring up Nandan in the traditional way as she wants him to become a God-fearing man. As the child grows, the conflict between the parents widens. It has a bearing on the boys education too the problem of getting him admitted to a good school in Bombay is solved only when Preetam, the maternal uncle, comes to the rescue and ""manages"" to get through the admission bottleneck. Now Preetam a Bengali is attracted to a village belle from Andhra who knows only one language, her native Telugu, and whose father Gopalaswany can more than match Preetams fanaticism when it comes to parochial pride and prejudices. The tangle is finally solved in wedlock with love blossoming into an inter-provincial marriage with a touch of symbolic secularism all its own. Nirmal who has never approved of his wife's teachings to their son, has a strange eye-opener when he is caught in a test flight resulting in a plane crash and starts believing God.",9
3994. Hum Chaar,2019,2h 23m,5.8, (335),"The story of the film revolves around four college friends went their own direction in life, but remained inseparable from each other.",335
3995. Jeena Marna Tere Sang,1992,2h 30mNot Rated,5.0, (94),"Amar is the son of a millionaire. He decides to avenge on Asha for slapping him in public, but later falls for her. He also discovers the truth about his father.",94
3996. Ei8ht Shani,2006,,4.9, (52),"The London-based Rai family consists of Suraj, his wife Radha, their son and daughter, and Suraj's younger brother Raj. When Surah's son passes away, he gets very depressed, takes to alcohol, and gets intimate with Kamini, a young woman who ardently worships Lord Shani (Saturn)--and he promises to marry her. When he later decides that he loves Radha and their daughter Neetu more and wants to stay with them, he decides to break up with Kamini, who doesn't take it well--she kills herself. Suraj returns to his family and does not tell anyone about this incident. Then strange things start occurring in the household, which Suraj blames on Raj. This only worsens the situation, and the family, including Raj's voluptuous girlfriend Sapna, relocates to Balwant's house, where they find out that the vengeful spirit of Kamini has entrapped them, and they are all to suffer violent deaths, especially on dates that total to eight in combination with Saturday.",52
3997. Panch Kriti Five Elements,2023,2h 3m,8.2, (20),"Depicts overcoming challenges while focusing on important social movements - Environment, saving and educating the girl child, Gender Parity/Empowerment, Spirituality and a deeply ingrained Indian value system that Love Lives Forever.",20
3998. Ramgarh Ke Sholay,1991,2h 3mNot Rated,4.8, (78),"Two imposters of well-known actors turn up to save the village from the terror of the local ruffian, Gabbar! But will they succeed?",78
3999. Veera Madakari,2009,2h 55mNot Rated,6.8, (393),"Sathyaraju, who resembles Madakari, not only adopts his daughter after his death but even takes his place as a police officer. His mission is to finish the evil Babji, who is known for his atrocities.",393
4000. Hamara Khandaan,1988,,5.5, (50),"Vishal (Rishi Kapoor) comes from a wealthy Hindu family. His father is well known Chandraprakash Singh (Amrish Puri), and his mom is a housewife, Sharda (Asha Parekh). Vishal falls in love with a young Catholic girl, Ruby Miranda (Farha). While Ruby's dad (Alok Nath) approves of the marriage, Chandraprakash does not, and will not even hear of his son marrying someone not of equal status in wealth, leave alone a different religion. He is all the more enraged when he learns that Vishal is not really his son.",50
4001. Soul of Sand,2010,1h 39m,5.8, (98),"Amid the epic landscape of the Mahabharata, the stage is set for an intimate yet eternal tussle between custom and commerce, tradition and modernity.",98
4002. Main Mulayam Singh Yadav,2021,2h,3.7, (186),"""ZINDA KAUMEIN PAANCH SAAL TAK INTEZAAR NAHIN KARTI"" This quote by one of his guru Dr. Ram Manohar Lohia became his Mantra as he flourished and became one of the most successful Political Leaders in the country MULAYAM SINGH YADAV. A farmer's son in a small village called Safai in Etwas district of Uttar Pradesh fought in most adverse conditions to become the supreme leader of his state. Coming from a very humble background his father wanted him to become a Wrestler, but he was destined to become something bigger. In one of the wrestling contest a local Political leader Nathuram saw this young boy when he slammed wrestlers who were double the size of him, Nathuram saw this strong-willed boy and gave him his first opportunity to enter Politics. It was his destiny that Nathuram also introduced him to one of the most influential leaders of the country of that era Dr. Ram Manohar Lohia. Nathuram also helped him with a job as an English teacher in Karhal but his main focus remained Politics. Lohia's convictions towards the equality of people and other social justice issues strongly influenced Yadav's own ideas about standing up for the rights of minorities and his actions based on those principles marked his subsequent political career. After Lohia came in his life Former Prime Minister of India Chaudhary Charan Singh, from whom he learned the nitty-gritty of politics and it was then Mulayam Singh Yadav became a big name in UP politics, he was also the political heir of Chaudhary Charan Singh. Nathuram, Ram Manohar Lohia and Chaudhary Charan Singh were the 3 pillars who groomed and shaped the political wisdom of Mulayam Singh Yadav. From an English teacher in a Primary school to Chief Minister of Uttar Pradesh, this is the journey of a man who was in jail for 19 months at the time of Emergency. This is the story of a man who was shot on the day he won his very first election. This is the Story of a man who wrestled and found his way among the giants. When capitalism and bureaucracy were the main pillars of politics, he came and changed the scenario, he changed the game of bigger political parties and big names. This is an inspiring tale of a farmer's son who became the supreme leader of the state.",186
4003. Joroo Ka Ghulam,1972,,6.5, (112),"Kalpana, the daughter of Shyamlal is brought up in the lap of wealth and luxury. As an University student she falls in love with a struggling artist, Rajesh. When news arrives back home of this improbable romance her dad arranges a marriage with a wealthy man. Unwilling, Kalpana runs away from home and moves in with Rajesh. Incensed, Shyamlal disowns and disinherits Kalpana. Living with Rajesh, in straitened circumstances Kalpana maintains a correspondence with her mother. Shyamlal maintains his position doggedly that Rajesh is only after his wealth and does not truly love his foolish daughter. Piqued, Kalpana constructs a fantasy tale of Rajesh's financial success and the wonderful and opulent lifestyle she enjoys. All is well till she announces the birth of her son. Now, eager, willing and transformed by love for his newborn grandson he announces that he will visit his daughter. Thrown into a quandary, Kalpana casts about for a solution founded on deceit. The arrival of Shyamlal and his wife sets off a pyramid of lies, where to avoid the consequences of one lie, Kalpana is enmeshed in a web of lies.",112
